,RumorDate,CREDIBILITY,RELIABILITY,MARKETCAP,LASTTRADE,WEEKHIGH52,WEEKLOW52,CASH,EPS,PE,GROSSMARGINS,NETMARGINS,AVERAGEVOLUME,diff_target_SP500_price_move_10,diff_target_SP500_price_move_5,diff_target_SP500_price_move_3,target_price_move_3,target_price_move_5,target_price_move_10,"[-2,-1]","[-1,0]","[0,1]","[1,2]","[2,3]","[3,4]","[4,5]","[5,6]","[6,7]","[7,8]","[8,9]","[9,10]"
1106,30-03-2018,0.431952663,0.279905782,0.018738288,0.002026071,0.005416353,0.064108637,0.006358819,0.203469405,0.006913039,0.651189785,0.568158169,0.019647958,0.073257543,0.060777448,0.072311732,0.047924743,0.154488975,0.063770723,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1107,30-03-2018,0.976331361,0.162694184,0.027803068,0.051053175,0.008216729,0.001605348,0.00999243,0.200924352,0.014578312,0.840975044,0.378251821,0.000445228,0.065161227,0.056114168,0.088246299,0.044065312,0.126308232,0.103214135,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1105,30-03-2018,0.573964497,0.851943245,0.000611991,0.060361635,0.010538916,0.077740934,0.008781226,0.200421738,0.001182846,0.499709808,0.630593132,0.006355842,0.066763637,0.045411859,0.075377538,0.043221061,0.159403975,0.088319496,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1102,30-03-2018,0.007100592,0.414141414,0.005516291,0.006785428,0.003359826,0.079241013,0,0.199761487,0.039639643,0.770168311,0.513007284,0.009550168,0.08838638,0.050035346,0.079477389,0.0740466,0.131636625,0.13596741,0,0,0.073974655,0.179786504,0.255696361,0.28653474,0.204007741,0,0,0,0,0
1103,30-03-2018,0.337278107,0.168302395,7.33E-05,0.149719026,0.006866548,0.002684352,0.025889478,0.201449812,0.004541987,0.679048172,0.545265349,0.008149759,0.061961415,0.18055866,0.109324134,0.052546724,0.13214712,0.080714425,0,0,0.073974655,0.179786504,0.255696361,0.28653474,0.204007741,0,0,0,0,0
1104,30-03-2018,0.526627219,0.239526667,0.011249043,0.000821897,0.005928922,0.002763303,0.02346707,0.200243539,0.003396663,0.689495067,0.562434964,0.155437208,0.057619,0.049133662,0.07919984,0.045540998,0.148895559,0.084701489,0,0,0.073974655,0.179786504,0.255696361,0.28653474,0.204007741,0,0,0,0,0
1108,02-04-2018,0.034319527,0.644439459,0.003367426,0.113001262,0.001472073,0.005210801,0.001059803,0.200216124,0.006593206,0.717933836,0.6144641,0.008612177,0.076869778,0.050278697,0.084996803,0.070320081,0.131836714,0.074096759,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1109,02-04-2018,0.538461538,0.199147552,0.001824527,0.110019496,0.007935441,0.047897258,0.005601817,0.200010509,0.003779033,0.919907139,0.060874089,0.067618908,0.064981054,0.049408059,0.084709634,0.040513447,0.131925815,0.09996747,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1110,02-04-2018,0.479289941,0.632662217,0.008456237,0.001930502,0.033295099,0.04108111,0.001968206,0.20064563,0.006518162,0.805571677,0.582726327,0.002853062,0.102693871,0.069255287,0.103507517,0.043878516,0.1257269,0.066139115,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1111,02-04-2018,0.076923077,0.371319612,0.030378624,0.261611682,0.000181274,0.004684457,0.022255867,0.20003564,0.001777843,0.609982589,0.45421436,0.098568798,0.067367992,0.049477938,0.076964006,0.056637477,0.122319899,0.082373986,0,0,0.073974655,0.179786504,0.255696361,0.28653474,0.204007741,0,0,0,0,0
1112,02-04-2018,0.008284024,0.120071785,0.028156407,0.171872013,0.001431442,0.025580294,0.025132475,0.198776821,0.001511613,0.881601857,0.725806452,0.010120362,0.064417181,0.053271921,0.081163512,0.062940313,0.141154325,0.075630655,0,0,0.073974655,0.179786504,0.255696361,0.28653474,0.204007741,0,0,0,0,0
1113,02-04-2018,0.514792899,0.793057035,0.000915203,0.110153293,0.023303131,0.003763356,0.008932627,0.199768341,0.035022612,0.577481138,0.478147763,0.002999404,0.05560128,0.052276253,0.139264994,0.060729142,0.157903207,0.067661802,0,0,0.073974655,0.179786504,0.255696361,0.28653474,0.204007741,0,0,0,0,0
1114,02-04-2018,0,0.145869553,0.005082185,0.006212011,0.036114228,0.053976525,0.109462528,0.20012474,0.005301367,0.919907139,0.510405827,0.004564167,0.075576575,0.044465572,0.079936066,0.047903319,0.174953236,0.086071331,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1115,02-04-2018,0.088757396,0.498625988,0.009997141,0.037520547,0.001428317,0.018895731,0.001362604,0.20032807,0.004486596,0.789320952,0.535379813,0.000798301,0.058963452,0.045141001,0.086412846,0.049832623,0.171248036,0.074487556,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1123,03-04-2018,0.337278107,0.93550558,0.028077778,0.021828052,0.003813012,0.249460498,0.014383043,0.202169463,0.001701011,0.98665119,0.491675338,0.005157455,0.081404282,0.0406265,0.123846962,0.06108057,0.074591031,0.069416642,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1122,03-04-2018,0.112426036,0.581066682,0.511238729,0.099009901,0.00197214,0.7418022,0.021044663,0.197878971,0.02406967,0.715612304,0.386576483,0.017519802,0.074671746,0.050242637,0.101368537,0.042510218,0.125884203,0.06990821,0,0,0.09329974,0.226753799,0.322494292,0.297614361,0.059837808,0,0,0,0,0
1121,03-04-2018,0.00591716,0.750434636,0.001883711,0.216694063,0.00145332,0.016448234,0.005753217,0.200490277,0.00708993,0.867092281,0.566077003,0.012674762,0.10778037,0.052053014,0.08841671,0.059236493,0.128437745,0.07545857,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1120,03-04-2018,0.046153846,0.745387247,0.006444623,0.027103483,0.02675672,0.033028054,0.007872824,0.202171748,0.00291602,0.797446315,0.36628512,0.052654925,0.047885253,0.047125758,0.077223234,0.040838571,0.131736705,0.076396484,0,0,0.09329974,0.226753799,0.322494292,0.297614361,0.059837808,0,0,0,0,0
1118,03-04-2018,0.573964497,0.602938702,0.006245487,0.001070377,0.043505846,0.083372809,0.013777441,0.200143016,0.002151279,0.874637261,0.386576483,0.009040738,0.076472298,0.054548596,0.081890286,0.044747232,0.147472962,0.068692747,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1117,03-04-2018,0.266272189,0.759968594,8.83E-05,0.070969838,0.017514854,0.015027107,0.002422407,0.200444585,0.00070935,0.98665119,0.052029136,0.036753475,0.089874075,0.099318701,0.08686328,0.044659852,0.132740488,0.092755665,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1116,03-04-2018,0.917159763,0.706690595,0.000981284,0.098149776,0.111086802,0.17995684,0.019076457,0.199925979,0.001415127,0.416134649,0.498959417,0.016642575,0.060618489,0.046645181,0.077243921,0.04818246,0.303778484,0.080180025,0,0,0.09329974,0.226753799,0.322494292,0.297614361,0.059837808,0,0,0,0,0
1119,03-04-2018,0.360946746,0.341035276,0.002920668,0.03073512,0.033448245,0.029159429,0.01650265,0.199357112,0.000939845,0.990713871,0.1566077,0.032331913,0.062609783,0.105581737,0.083694101,0.045584215,0.144014796,0.066007815,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1133,04-04-2018,0.207100592,0.80090853,0.004121321,0.228468214,0.020115203,0.397178799,0.010446631,0.200883229,0.00519416,0.824143935,0.360561915,0.047120779,0.052344446,0.047830308,0.076964006,0.040089111,0.14296248,0.07293472,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1139,04-04-2018,0.408284024,0.471706578,0.032117272,0.668030123,0.006757158,0.03679141,0.015442846,0.199930548,0.003868372,0.766686013,0.029656608,0.006917216,0.057065018,0.067643727,0.081935981,0.080033812,0.103787515,0.069228477,0,0,0.073974655,0.179786504,0.255696361,0.28653474,0.204007741,0,0,0,0,0
1138,04-04-2018,0.49704142,0.229431888,0.001368296,0.062005428,0.012698581,0.077530396,0.17668433,0.201002029,0.002178081,0.501450958,0.511966701,0.001447645,0.060546119,0.060078356,0.128514808,0.045321384,0.158979437,0.119513292,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1137,04-04-2018,0.337278107,0.239526667,0.000384187,0.029569173,0.021293486,0.084241276,0.004844815,0.200001371,0.003873732,0.822402786,0.482830385,0.005553803,0.070189278,0.070764202,0.080571971,0.056557375,0.141913528,0.169204455,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1136,04-04-2018,0.147928994,0.77398912,0.006622653,0.049753431,0.012829849,0.02747513,0.022558668,0.201305881,0.001797497,0.986070807,0.398022893,0.006043128,0.065928236,0.072939163,0.080409581,0.081422651,0.128952722,0.069148111,0,0,0.073974655,0.179786504,0.255696361,0.28653474,0.204007741,0,0,0,0,0
1135,04-04-2018,0.218934911,0.588357355,0.00121935,0.161971023,0.001393937,0.004710774,0.007721423,0.200558815,0.00221739,0.058038305,0.566077003,0.000241112,0.068823458,0.068428248,0.090707323,0.074729926,0.142510852,0.079234507,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1134,04-04-2018,0.023668639,0.509842409,0.003603601,0.044535342,0.023356263,0.077083004,0.007418622,0.200458292,0.002974983,0.464306442,0.630593132,0.019389357,0.057403742,0.043370248,0.085179506,0.049954156,0.170402924,0.124529239,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1132,04-04-2018,0.024852071,0.368515507,0.006343767,0.258228526,0.043212057,0.001079004,0.022407267,0.20160288,0.003062535,0.900754498,0.560353798,0.0056195,0.055949928,0.056973796,0.097234918,0.043596519,0.137673858,0.071616541,0,0,0.073974655,0.179786504,0.255696361,0.28653474,0.204007741,0,0,0,0,0
1124,04-04-2018,0.846153846,0.114463575,0.010180344,0.022248557,0.009288748,0.07908311,0.010446631,0.20009504,0.001059559,0.792222867,0.54942768,0.00506246,0.097678702,0.059150051,0.081977622,0.058506057,0.130181513,0.105052211,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1130,04-04-2018,0.479289941,0.885031686,0.013980318,0.048606598,0.036286126,0.009421549,0.17668433,0.19930685,0.002354972,0.588508416,0.547866805,0.004671045,0.19792981,0.0460399,0.14438363,0.060030487,0.134428706,0.145928984,0,0,0.09329974,0.226753799,0.322494292,0.297614361,0.059837808,0,0,0,0,0
1129,04-04-2018,0.183431953,0.267006898,1.83E-06,0.01945793,0.010535791,0.055318701,0.014534444,0.200572523,0.004363309,0.612884504,0.127991675,0.014856058,0.051772702,0.057707237,0.123108024,0.062928681,0.147546617,0.103464409,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1128,04-04-2018,0.881656805,0.491335315,0.007178015,0.015692496,0.018799401,0.163350703,0.008781226,0.201609734,0.010933287,0.627974463,0.425078044,0.138897102,0.067365511,0.048031363,0.093406921,0.045653069,0.180289876,0.086798266,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1127,04-04-2018,0.023668639,0.153160227,0.011372044,0.044535342,0.016977281,0.006737197,0.016351249,0.200024217,0.013382958,0.957051654,0.59157128,0.023345212,0.059342427,0.044447816,0.08353396,0.041483651,0.125784223,0.079767929,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1126,04-04-2018,0.917159763,0.70388649,0.03140455,0.026262472,0.009929459,0.036712459,0.000302801,0.201383558,0.031729582,0.587928033,0.291363163,0.001656245,0.153724804,0.049908413,0.307669656,0.166631104,0.132150967,0.070745176,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1125,04-04-2018,0.668639053,0.581066682,0.003386246,0.012290225,0.026331663,0.002947524,0.014383043,0.201006598,0.002803453,0.794544399,0.169094693,0.012605029,0.081362487,0.049904823,0.035170048,0.050962478,0.151964601,0.071146344,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1131,04-04-2018,0.183431953,0.65565588,0.013390326,0.002236324,0.047587645,0.078898889,0.007872824,0.200581661,0.006419889,0.885664539,0.637877211,0.038367193,0.06161372,0.047782338,0.080225973,0.068946324,0.157322233,0.064139574,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1145,05-04-2018,0.976331361,0.431888284,0.000838029,0.144137773,0.009798192,0.085978209,0.045571537,0.200325785,0.001559856,0.777132908,0.508324662,0.013022603,0.055822814,0.07373641,0.080316251,0.041758143,0.131638139,0.085515929,0,0,0.073974655,0.179786504,0.255696361,0.28653474,0.204007741,0,0,0,0,0
1146,05-04-2018,0.372781065,0.723515226,0.00364949,0.050900264,0.003959907,0.041765356,0.042392127,0.200558815,0.001842167,0.69587928,0.572840791,0.005553803,0.068190104,0.083543784,0.076275028,0.054354364,0.130212605,0.091925457,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1144,05-04-2018,0.526627219,0.806516741,0.005446076,0.01596009,0.000725097,0.338912574,0.005299016,0.199236027,0.00102561,0.655252467,0.506243496,0.00352991,0.056550604,0.343967788,0.110068788,0.045044974,0.129378903,0.091860883,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1141,05-04-2018,0.230769231,0.336548707,0.017967629,0.160403685,0.010476408,0.000289489,0.01650265,0.20160745,0.001418701,0.73012188,0.055671176,0.018526928,0.08775186,0.050582251,0.080746345,0.086158475,0.113771717,0.071011082,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1142,05-04-2018,0.010650888,0.554147272,0.005623545,0.428265606,0.001428317,0.010737407,0.01014383,0.200147586,0.000584276,0.311085316,0.492715921,0.003959518,0.078588157,0.071216876,0.20802996,0.045704952,0.257444449,0.101678326,0,0,0.09329974,0.226753799,0.322494292,0.297614361,0.059837808,0,0,0,0,0
1140,05-04-2018,0.408284024,0.731927542,0.012527868,0.161206468,0.005675763,0.020580031,0.026949281,0.20134472,0.006434183,0.739988392,0.396462019,0.003859291,0.076941703,0.044217083,0.091885767,0.042673149,0.130201401,0.07583621,0,0,0.073974655,0.179786504,0.255696361,0.28653474,0.204007741,0,0,0,0,0
1143,05-04-2018,0.869822485,0.629297291,0.001599777,0.002771513,0.004422469,0.002684352,0.004844815,0.200880945,0.001545562,0.713871155,0.627991675,0.004344281,0.058377774,0.051122809,0.081565466,0.048970788,0.142451049,0.085883957,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1148,06-04-2018,0.50295858,0.279905782,0.247820031,0.130318437,0.002644105,0.005579241,0.01014383,0.20131502,0.001876116,0.42019733,0.554110302,0.008000054,0.100591602,0.042131404,0.076964728,0.051549439,0.131629266,0.114075622,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1149,06-04-2018,0.183431953,0.749312994,8.16E-05,0.033047899,0.001843998,0.00363177,0.003936412,0.200380616,0.003480641,0.529309344,0.590010406,0.001767534,0.072013316,0.078795638,0.081639356,0.045295847,0.131013142,0.100098682,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1150,06-04-2018,0.024852071,0.172228142,0.001122918,0.030371956,0.018471232,0.17874625,0.00333081,0.20058623,0.002354972,0.701102728,0.319979188,0.000975286,0.062183243,0.068821458,0.087228228,0.061212796,0.116576503,0.07020741,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1151,06-04-2018,0.100591716,0.770063373,7.33E-05,0.061756948,0.004406842,0.331122691,0.008629826,0.199788902,0.003080403,0.699941962,0.464099896,0.10914941,0.060457554,0.05572652,0.100874421,0.097434217,0.132946524,0.087198516,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1153,06-04-2018,0.538461538,0.111098648,0.000132806,0.037520547,0.008216729,0.083372809,0.026192279,0.200711884,0.006761163,0.622170633,0.476586889,0.100142605,0.050007955,0.07465959,0.077190709,0.042677025,0.12698938,0.084052997,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1154,06-04-2018,0.680473373,0.837922719,0.025796813,0.061221759,0.020258972,0.009816306,0.06994701,0.198440984,0.001672423,0.740568775,0.420915713,0.012605029,0.068048505,0.059046444,0.085507437,0.044764336,0.120612543,0.072973105,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1152,06-04-2018,0.007100592,0.85474735,2.08E-05,0.006460492,0.005847661,0.055713459,0.012869039,0.198102862,0.000391304,0.644805572,0.472424558,0.016983092,0.064464263,0.055201916,0.095351677,0.095492083,0.142374881,0.099531644,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1161,09-04-2018,0.195266272,0.60181706,0.000535357,0.091345235,0.002544092,0.153850203,0.011657835,0.200474284,0.001788564,0.839233894,0.441207076,0.000737762,0.093202691,0.050425886,0.0764768,0.062733949,0.140086794,0.051399509,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1165,09-04-2018,0.088757396,0.54237003,0.058843477,0.000707214,0.011320271,0.032185905,0.013777441,0.201303597,0.004938651,0.594892629,0.424557752,0.0056195,0.092877117,0.05468482,0.090685156,0.04674289,0.137865713,0.122923028,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1164,09-04-2018,0.573964497,0.142504627,0.247820031,0.300603999,0.008638661,0.331122691,0.000302801,0.201175659,0.013809998,0.815438189,0.610301769,0.010455946,0.062304728,0.048285923,0.079669779,0.087116241,0.127637554,0.121770337,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1163,09-04-2018,0.100591716,0.646121922,0.001477358,0.004300623,0.015767744,0.197194589,0.06994701,0.199756918,0.003864798,0.915264074,0.510405827,0.105297818,0.059549674,0.050720986,0.087271861,0.037432527,0.125244203,0.09102607,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1162,09-04-2018,0.372781065,0.937748864,0.033216218,0.357391338,0.008929325,0.23332807,0.000454201,0.200931206,0.003636091,0.622751016,0.029656608,0.037465974,0.050613762,0.054118495,0.106469728,0.047983548,0.158148767,0.122655008,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1166,09-04-2018,0.50295858,0.870450339,0.51015042,0.109809243,0.01164844,0.05579241,0.009538229,0.200058486,0.007136386,0.819500871,0.749739854,0.10754653,0.073947898,0.086952933,0.078259813,0.044901378,0.126348721,0.070250752,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1160,09-04-2018,0.159763314,0.369637149,0.01370407,0.065235674,0.035939204,0.009447866,0.021498864,0.199430219,0.003196544,0.716192687,0.856919875,0.082546268,0.078225939,0.063656526,0.105852452,0.044223585,0.121510156,0.258483663,0,0,0.073974655,0.179786504,0.255696361,0.28653474,0.204007741,0,0,0,0,0
1158,09-04-2018,0.443786982,0.367954686,0.011454162,0.13846095,0.010585797,0.16458761,0.118546556,0.19980261,0.008680162,0.457341846,0.51508845,0.003276017,0.060960596,0.049505736,0.081520254,0.278593374,0.12653142,0.066385473,0,0,0.09329974,0.226753799,0.322494292,0.297614361,0.059837808,0,0,0,0,0
1157,09-04-2018,0.467455621,0.499186809,0.070182013,0.061776062,0.002628478,0.17995684,0.021044663,0.200599938,0.00437939,0.589669182,0.579604579,0.012657272,0.084400854,0.045808944,0.915510511,0.049023344,0.126564882,0.230121195,0,0,0.09329974,0.226753799,0.322494292,0.297614361,0.059837808,0,0,0,0,0
1156,09-04-2018,0.159763314,0.493578599,0.000433234,0.031901067,0.021599777,1,0.00333081,0.200348631,0.02406967,0.598955311,0.532258065,0.001805128,0.067614143,0.043734176,0.075970416,0.052656706,0.157770981,0.076807502,0,0,0.09329974,0.226753799,0.322494292,0.297614361,0.059837808,0,0,0,0,0
1155,09-04-2018,0.009467456,0.836801077,0.008863898,0.099009901,0.003666118,0.184746566,0.015897048,0.20067533,0.002060154,0.833430064,0.599895942,0.039380074,0.049036353,0.065123944,0.084302075,0.074486585,0.129717181,0.096197758,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1159,09-04-2018,0.585798817,0.743704784,0.001735948,0.131063879,0.004097426,0.079030475,0.018622256,0.201123113,0.002306729,0.575159605,0.568158169,0.002450212,0.077822176,0.043854771,0.08837221,0.046527192,0.147107356,0.067412532,0,0,0.09329974,0.226753799,0.322494292,0.297614361,0.059837808,0,0,0,0,0
1178,10-04-2018,0.893491124,0.937748864,0.001824527,0.040234718,0.002244052,0.170140534,0.00651022,0.200131593,0.001622393,0.595473012,0.47346514,0.004079027,0.059787064,0.052132241,0.077178001,0.05676147,0.132557016,0.088863578,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1186,10-04-2018,0.013017751,0.324210644,0.113793852,0.004988723,0.039549064,0.000710564,0.009386828,0.20160745,0.015825482,0.88218224,0.478668054,0.003542317,0.058043583,0.068413838,0.077668083,0.047746762,0.144749779,0.077012919,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1185,10-04-2018,0,0.705568953,0.182210106,0.026587408,0.035664167,0.055318701,0.007872824,0.200334923,0.006761163,0.934997098,0.554630593,0.004671045,0.069126206,0.053312626,0.08532584,0.043222999,0.177455802,0.063927353,0,0,0.073974655,0.179786504,0.255696361,0.28653474,0.204007741,0,0,0,0,0
1184,10-04-2018,0.028402367,0.207559868,0.004772367,0.056233036,0.010860834,0.176956682,0.002422407,0.19968838,0.00708993,0.698781196,0.459417274,0.006046641,0.060772271,0.063929391,0.106484552,0.099193792,0.146326997,0.069388582,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1183,10-04-2018,0.609467456,0.224384499,0.001477358,0.057800375,0.051563179,0.089373125,0.021498864,0.200517692,0.001852888,0.591990714,0.663891779,0.017110226,0.073706611,0.115923539,0.079158227,0.049804814,0.160017106,0.068627296,0,0,0.073974655,0.179786504,0.255696361,0.28653474,0.204007741,0,0,0,0,0
1182,10-04-2018,0.010650888,0.53171443,0.005430745,0.100634581,0.048015827,0.001763251,0.001362604,0.200049348,0.002249552,0.762623331,0.56503642,0.016247872,0.120081385,0.045949113,0.0807814,0.028849185,0.16199896,0.076585619,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1181,10-04-2018,0.609467456,0.436374853,0.005211583,0.046504071,0.009335629,0.003315964,0.00333081,0.200309793,0.001545562,0.713290772,0.536940687,0.004564167,0.093651453,0.049234311,0.076867661,0.05614792,0.194156187,0.088757569,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1180,10-04-2018,0.349112426,0.31635915,0.028756245,0.030448412,0.048015827,0.003368598,0.012869039,0.202482454,0.044678353,0.840975044,0.352757544,0.001069758,0.064154328,0.068062786,0.097120716,0.04401986,0.164512598,0.114075622,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1179,10-04-2018,0.195266272,0.465537547,0.000450954,0.021560457,0.025156505,0.003368598,0.004087812,0,0.005949967,0.849100406,0.46566077,0.053678046,0.067989997,0.050185967,0.089157649,0.075552963,0.13214712,0.086169436,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1177,10-04-2018,0.278106509,0.498625988,0.006685389,0.481000803,0.023759443,0.049976315,0.018925057,0.200015078,0.004340081,0.748113755,0.640998959,0.019809397,0.056894543,0.063306087,0.069825464,0.042401516,0.165546838,0.088023669,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1173,10-04-2018,0.136094675,0.393191633,0.001084923,0.057800375,0.000181274,0.154139692,0.002725208,0.201726249,0.017160204,0.922809054,0.388137357,0.000942102,0.060301539,0.047734905,0.093605634,0.048349314,0.1257269,0.095886487,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1175,10-04-2018,0.195266272,0.381414391,0.000302817,0.05181773,0.006307098,0.000263172,0.03996972,0.200602222,0.004597377,0.449216483,0.552029136,0.007924417,0.056359215,0.065043954,0.090844391,0.049425416,0.163923796,0.076396484,0,0,0.09329974,0.226753799,0.322494292,0.297614361,0.059837808,0,0,0,0,0
1174,10-04-2018,0.053254438,0.462733442,4.63E-05,0.047020146,0.0059508,0.655666088,0.018925057,0.199459919,0.001309707,0.890307603,0.4578564,0.016345557,0.041564325,0.046256699,0.090780227,0.048556795,0.152568906,0.068934228,0,0,0.109489051,0.266099972,0.366626628,0.187563522,0.070220826,0,0,0,0,0
1176,10-04-2018,0.013017751,0.536761819,0.004540803,0.050900264,0.008463637,0.01779041,0.013777441,0.200072194,0.002058367,0.824143935,0.665452653,0.007377691,0.052499813,0.061777287,0.084435283,0.0474275,0.118721893,0.070134416,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1172,10-04-2018,0.881656805,0.262626263,0.029353819,0.352173248,0.004047419,0.009658403,0.00984103,0.201305881,0.001929719,0.950667441,0.56503642,0.00097125,0.054114768,0.064207518,0.079664128,0.044428549,0.133734625,0.085117223,0,0,0.09329974,0.226753799,0.322494292,0.297614361,0.059837808,0,0,0,0,0
1171,10-04-2018,0.147928994,0.113341933,0.056067726,0.004816698,0.001415815,0.049792094,0.004542014,0.20012017,0.006809406,0.644805572,0.459417274,0.019389357,0.062444746,0.05547398,0.10079775,0.038900334,0.297574928,0.069410331,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1170,10-04-2018,0.437869822,0.49413942,0.014503689,0.005581253,0.02202796,0.000394758,0.018622256,0.201036298,0.003455626,0.856065003,0.485952133,0.016307515,0.05714871,0.047988825,0.106713386,0.053876109,0.184231907,0.075787103,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1169,10-04-2018,0.021301775,0.513768157,0.000146205,0.01605566,0.002734742,0.0448971,0.00317941,0.201267043,0.004182844,0.890307603,0.574401665,0.004004362,0.06291885,0.078060201,0.08864656,0.043432779,0.125237164,0.121261916,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1168,10-04-2018,0.266272189,0.093713196,0.003879724,0.004243281,0.007494757,0.220222117,0.022407267,0.199327412,0.00221739,0.687173535,0.568158169,0.005174197,0.048843311,0.04706112,0.084758686,0.052030265,0.127762083,0.091925457,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
1167,10-04-2018,0.337278107,0.182322921,0.024989343,0.152853702,0.043505846,0.114979736,0.010446631,0.201335581,0.001788564,0.531050493,0.569719043,0.019036807,0.073943065,0.054905178,0.130316239,0.086172212,0.218298151,0.080738192,0,0,0.108486679,0.329579786,0.306509201,0.185846379,0.069577955,0,0,0,0,0
